Id,twitter,polarity,aspect1,aspect2,aspect3,aspect4
124,adaptamos câmeras de controle infravermelho para identificar a temperatura corporal. elas foram instaladas em pontos estratégicos de nossas áreas operacionais e administrativas. saiba: https://t.co/6bsbhygizw#juntosnossaenergiaficamaisforte #energiaparatransformar https://t.co/1hqfbzrnsd,1,câmeras de controle infravermelho,none,none,none
125,advogada alemã tinha virado ícone em círculos que minimizam coronavírus ao convocar protesto e apresentar ações judiciais contra medidas de isolamento. autoridades afirmam que ela foi internada após agir de maneira confusa na rua e agredir policial https://t.co/71jdmgysci,-1,medidas de isolamento,none,none,none
126,agentes de fiscalização notificam comércios que não cumprem o decreto 316/2020 que autoriza a abertura parcial de comércios e serviços no horário das 10h às 16h.#pinhaispr #rmc #covidー19 #coronavirus #coronavirusbrasil #coronavirusnobrasil https://t.co/xvgy5lg8ec,1,abertura parcial de comércios,none,none,none
127,agevisa proíbe em farmácias e drogarias testes rápidos para detecção do coronavírus https://t.co/v8i7wmlwjx,1,testes rápidos,detecção do coronavírus,none,none
128,"ah coronavírus, meu deus kkkkkkk #redebbb #bbb20https://t.co/mdgvxspyge",1,coronavírus,none,none,none
129,ai o meu doutorzinho está com o coronavirus 💔,1,doutorzinho,coronavírus,none,none
130,"ainda não entendeu?com pressão interna e mais de mil mortos por coronavírus, suécia discute bloqueios https://t.co/qy0zzga1ya",-1,suécia,mortos,none,none
131,alcolumbre disse que transferir o fundão para o combate ao coronavírus é demagogia. falou ainda que está defendendo a democracia. o fundo especial de financiamento de campanha foi criado em 2017. antes disso não havia democracia?,-1,combate ao coronavírus,none,none,none
132,"alguém sabe explicar porque wilson witzel (rj) e helder barbalho (pa), dois governadores totalmente comprometidos com a quarentena horizontal foram contaminados pelo coronavírus? por acaso eles não seguiram as orientações?",-1,quarentena horizontal,contaminados,helder barbalho ,none
133,"alta para o nosso combatente! 🇧🇷 ernando vence mais uma batalha, agora contra o novo #coronavirus, recebendo alta no mesmo dia em que se comemora os 75 anos da “tomada de montese”, exitosa campanha das tropas brasileiras na itália, durante a 2ª guerra mundial. https://t.co/72rwyxku4z",1,itália,none,none,none
134,"ao invés de priorizar o enfrentamento ao coronavírus, deputados ligados a grandes grupos econômicos aprovam a mp 905, uma nova reforma trabalhista em plena pandemia.https://t.co/kr2nfcdxux",-1,mp9none5,none,enfrentamento ao coronavirus,none
135,ao vivo no gaúcha atualidade: historiadora lilia schwarcz avalia que a pandemia de coronavírus marca o fim do século 20 e fala sobre o momento atual na história https://t.co/2gg71bzgo8#rádiogaúcha https://t.co/tmjot3gct7,1,lilia shwarcz,pandemia,none,none
136,"aos nossos profissionais de saúde, que estão trabalhando na linha de frente no combate ao coronavírus, todo meu respeito e admiração. muito obrigado! https://t.co/bfmhl1gfri",1,profissionais da saúde,combate ao coronvirus,none,none
137,"apenas* 2.000.000 de casos identificados de coronavirus (*0,03% da pop.) foram suficientes para os sistemas de saúde do mundo chegarem perto do colapso com a falta de leitos, até nos países desenvolvidos. #fiqueemcasa não sou só uma gripezinha . Mais infos: https://t.co/rjyhuvykxw https://t.co/zip4oxmkdo",-1,casos identificados,sistema de saúde,falta de leitos,gripezinha
138,"após megaoperação, bolsonaro exonera diretor do ibama após ação contra garimpo ilegal para evitar contaminação de indígenas por coronavírus. major olivaldi borges azevedo desencadeou megaoperação para impedir a contaminação de indígenas por coronavírus https://t.co/blbdvofm7e",1,bolsonaro,contaminação de indígenas,none,none
139,aprenda a cortar seu próprio cabelo durante o isolamento causado pelo coronavírus https://t.co/cv5ux6wn5q,1,isolamento,none,none,none
140,apresentei projeto de lei que reduz em 30% os valores das mensalidades cobradas por instituições privadas de ensino superior. a redução se justifica por conta da suspensão das aulas mudança das aulas presenciais por on-line durante o período da pandemia! https://t.co/ockicr3xkt,1,instituições privadas,valores das mensalidades,ensino superior,none
141,"aprovamos a lei que garante aos estados, ao distrito federal e aos municípios auxílio financeiro, equivalente a um seguro contra a queda da arrecadação do icms e iss (seguro-receita), capaz de recompor a queda das receitas por conta do #coronavírus. https://t.co/mvnzgrlg6y",1,auxilio financeiro,queda de arrecadação do icms e iss,queda das receitas,none
142,"aquele que passeia sem necessidade por estabelecimentos, descumpre as recomendações que todos seguem e passa a mão no nariz antes de cumprimentar seu gado, não terá seu resultado do seu teste para o coronavírus divulgado.lembrando que: quem não deve não teme. https://t.co/jym266cdyh",-1,teste,none,none,none
143,"aquí, vendo unha serie para despexar a cabeza do coronavirus. https://t.co/wqbkapsqdi",1,none,none,none,none
144,argentina é mais eficiente contra a covid-19 do que o brasil. https://t.co/mwaihpvs87#coronavirusargentina #coronavirus #covid19 #coronavirusbrasil,1,argentina,brasil,Covid-19,none
145,"as mulheres morrem em casa. há um surto de feminicídios como sombra da pandemia de covid-19. trancadas à casa com o agressor, elas morrem pelas mazelas do mundo que afetam a masculinidade, como alcoolismo e desemprego https://t.co/ggv32r0tk3",-1,surto de feminicidios,pandemia,Covid-19,none
146,assessor de prefeito de campinas é envolvido em roubo de testes para covid-19 https://t.co/2edz5cvux3,-1,prefeito,roubo de testes,Covid-19,campinas
147,gente o nome da doença é COVID-19 não é convide 19 pessoas para a sua casa,-1,Covid-19,none,none,none
148,assista a constantino: imensa maioria se cura do coronavírus sem sequelas no youtube https://t.co/q8b8yjpfim,1,cura,none,none,none
149,"assisti o vídeo de uma vitima de coronavírus no amapá que não pode ser velada e a mãe de 91 anos, pediu pra pelo menos passarem com o carro da funerária em frente a casa dele pra se despedirde partir o coraçãonão é só uma gripezinha.",-1,vítima,amapa,gripezinha,none
150,"até 2018, tudo que ocorria no brasil era culpa do presidente. a partir de 2019, o chefe de governo se tornou um inimputável que não tem responsabilidade por nada. é muita falta de vergonha. #bolsonaro #coronavirus",-1,governo,none,none,none
151,"até o momento, dos 25.262 casos confirmados de #coronavírus no #brasil, 14.026 são considerados recuperados da doença. https://t.co/yfb9e8wn4m",1,casos confirmados,recuperados da doença,none,none
152,"atenção - coronavírus mata mais do que gripe em toda a década - com 100 mortes por dia, brasil alcançará nesta semana número de óbitos da influenza registrados entre janeiro e abril dos dez anos anteriores -somados.https://t.co/jpbr6iyekw",-1,óbitos,influenza,none,none
153,"atenção patriotas! mais uma vez a extrema mídia comunista divulgou fake news dizendo batemos recorde em número de mortes pelo coronavírus. fake! os eua nos salvarão assim que se salvarem, temos que ser gratos! e temos que que voltar ao trabalho para as empresas não quebrarem! https://t.co/zxuqvo24rx",-1,mídia comunista,fake news,mortos,eua nos salvarão
154,atenção! gov. de são paulo erra e feio na divulgação do número de mortes por coronavírus. para eles cerca de 1300 mortes. ministério da saúde desmente e números chegam a ser menos da metade: 588. a torcida pelo vírus começou!!https://t.co/omuuiwmcfd,-1,são paulo,mortes,ministério da saúde,none
155,atenção!!!a verdade nua a crua!!!! a câmara aprovou na noite de ontem uma importantíssima ajuda aos estados e municípios para combate ao coronavírus.mas... adivinhem quem votou contra?os deputados aliados ao governo bolsonaro.,-1,ajuda aos estados e municípios,none,none,none
156,"atividade de seus habitantes, enquanto a suécia optou por manter uma linha mais aberta, com base nos conselhos de seus próprios profissionais.no entanto, o atual epidemiologista da suécia, responsável pelo combate ao coronavírus, anders tegnell, reconheceu um ponto em que os",1,suécia,combate ao coronvirus,anders tegnell,none
157,atuação presente na comissão externa que debate ações preventivas ao coronavírus. https://t.co/ivsprgodxo,1,ações preventivas,none,none,none
158,"aviões vão buscar equipamentos na china e distribuir nos estados: ‘para meus médicos trabalharem em segurança’, diz mandetta. https://t.co/ckg52blw9t https://t.co/nzy0vdhdzz",1,equipamentos na china,médicos,mandetta,none
159,"bastou levantar-se a possiblidade de votação de projeto p/ a taxação de grandes fortunas p/ as empresas boazinhas que apoiaram (am) a escravidão moderna, doarem milhões p/ o combate ao coronavírus com direito a propaganda no jn e tudo.",-1,taxação de grandes fortunas,none,combate ao coronavírus,none
160,"bebê em manaus é 1º caso de coronavírus entre indígenas venezuelanos no país | considerados grupo de risco, waraos relatam falta de água e comida em abrigohttps://t.co/f2elcui4zp",-1,manaus,caso de coronavirus,indígenas venezuelanos,grupo de risco
161,"bem-sucedida contra coronavírus, coreia do sul é o primeiro país a votar durante pandemia",1,coreia do sul,none,none,none
162,bom dia! o perigo maior de contrair o coronavírus está localizado nas vilas e nos estados de extrema pobreza. esse é o maior problema do governo federal. eles sabem e tentam orientar essa gente que não obedecem e desdenham do sistema de saúde. problemático para o governo,-1,governo federal,sistema de saúde,none,none
163,"boas notícias chegam da itália 🇮🇹 e da espanha 🇪🇸, estão superando o #coronavirus https://t.co/i9yyemobhr",1,itália,espanha,none,none
164,"boas notícias: 478.503 pessoas curadas de coronavírus no mundo 14.026 curadas de coronavírus no brasil. avisem ao mandetta, ele não soube responder.muitos países europeus já estão relaxando a quarentena. comércio reabrindo.deus abençoe a todos 🙏🏼",1,pessoas curadas,brasil,mandetta,quarentena
165,"bolsonaro é considerado pela imprensa internacional o inimigo público número 1 da humanidade, com seu comportamento tirano, ele coloca em risco vidas no brasil e por extensão sabota os esforços do mundo inteiro pra conter o coronavírus.bolsonaro é uma ameaça a vida humana.",-1,bolsonaro,none,none,none
166,"bolsonaro é o pior entre os líderes mundiais que minimizam coronavírus, diz washington post https://t.co/owb457d0lz https://t.co/halfyeyjci",-1,líderes mundiais,none,none,none
167,"bom dia a todos, menos para os governadores que contrairam coronavirus que momento oportuno para ficarem numa toca, escondidos das manifestações contra as m€rdas que fizeram! é avestruz que chama? https://t.co/kqmwmtk2i3",-1,governadores,none,none,none
168,bom dia brasileiro ignorante e burro que tá falando que água tônica protege de coronavírus porque tem quinino que é base de cloroquina.,-1,água tônica protege de coronavírus,none,cloroquina,none
169,bom dia!#ficaemcasa se não o coronavirus vai te comer. https://t.co/ewa9agzupq,1,none,none,none,none
170,"brasil tem 14.026 pacientes curados da covid-19, diz ministério da saúde #msnbrasil https://t.co/g8tanpr4fy",1,pacientes curados,Covid-19,ministério da saúde,none
171,brasil tem 204 mortes por coronavírus em menos de 24h e 1832 novos casos nessa terça-feira. infelizmente nossos números ainda crescem.,-1,mortes,novos casos,none,none
172,brasil testando menos de 10% dos casos suspeitos de coronavírus e o povo falando que a contaminação tá diminuindo é igualzinho aquele seu tio que nunca vai no médico e fala “só tem doença quem faz exame,-1,casos suspeitos,contaminação,none,none
173,buenos aires coloca máscaras em estátuas da cidade para incentivar prevenção contra covid-19,1,buenos aires,máscaras em estátuas da cidade,prevenção contra covid-19,none
174,casos confirmados de #coronavírus no mundo chegam a 2 milhões,-1,casos confirmados,mundo,none,none
175,"cassada em dezembro, selma arruda ganha sobrevida no senado graças a crise do coronavírus https://t.co/qsrm2vu8oy",-1,selma arruda,none,none,none
176,cbf discute 35 modelos para o brasileirão após pandemia do novo coronavírus https://t.co/92mcev7b3b,1,novo coronavírus,pandemia,none,none
177,"ceará tem 137 profissionais da saúde afastados por suspeita de coronavírus, 4 morreram",-1,ceará,none,suspeita de coronavírus,none
178,chega à itália a segunda brigada médica cubana para combater o coronavírus 🇨🇺 https://t.co/hxppsv253v,1,itália,none,combater o coronavírus,none
179,"temos um grupo de mais ou menos 800 médicos volutários que está atendendo de graça, por telemedicina, pacientes suspeitos ou confirmados de covid-19. O projeto se chama missão covid. Precisamos de mais médicos voluntários. RT, por favor.",1,médicos voluntários,telemedicina,pacientes suspeitos,missão covid
